
IMKBH'SODA,2000-04-21 00:00:00,0.17548,0.17548,0.15442,0.17548,254038500,
IMKBH'SODA,2000-04-24 00:00:00,0.17548,0.17548,0.15091,0.15442,58578410,
IMKBH'SODA,2000-04-25 00:00:00,0.15442,0.16495,0.15442,0.15793,35326220,
IMKBH'SODA,2000-04-26 00:00:00,0.15793,0.16846,0.15442,0.16144,38795790,
IMKBH'SODA,2000-04-27 00:00:00,0.16144,0.16846,0.15442,0.15442,82880300,
IMKBH'SODA,2000-04-28 00:00:00,0.15442,0.16144,0.15442,0.15793,16502640,
IMKBH'SODA,2000-05-01 00:00:00,0.15793,0.16144,0.15442,0.15442,9185904,
IMKBH'SODA,2000-05-02 00:00:00,0.15442,0.15793,0.15442,0.15442,9078780,
IMKBH'SODA,2000-05-03 00:00:00,0.15442,0.15442,0.15091,0.15091,5198828,
IMKBH'SODA,2000-05-04 00:00:00,0.15091,0.15442,0.14740,0.14740,7455626,
IMKBH'SODA,2000-05-05 00:00:00,0.14740,0.15793,0.14740,0.15091,48512940,
IMKBH'SODA,2000-05-08 00:00:00,0.15091,0.15442,0.14389,0.14740,7207194,
IMKBH'SODA,2000-05-09 00:00:00,0.14740,0.15091,0.14389,0.14740,13963290,
IMKBH'SODA,2000-05-10 00:00:00,0.14740,0.15442,0.14740,0.15091,16372560,
IMKBH'SODA,2000-05-11 00:00:00,0.15091,0.15442,0.14740,0.15091,7352492,
IMKBH'SODA,2000-05-12 00:00:00,0.15091,0.15442,0.14740,0.14740,8099482,
IMKBH'SODA,2000-05-15 00:00:00,0.14740,0.15091,0.14038,0.14038,3806759,
IMKBH'SODA,2000-05-16 00:00:00,0.14038,0.14740,0.14038,0.14389,5562740,
IMKBH'SODA,2000-05-17 00:00:00,0.14389,0.14740,0.13687,0.13687,5569191,
IMKBH'SODA,2000-05-18 00:00:00,0.13687,0.13687,0.13336,0.13336,2900473,
IMKBH'SODA,2000-05-22 00:00:00,0.13336,0.13336,0.12986,0.12986,12843680,
IMKBH'SODA,2000-05-23 00:00:00,0.12986,0.13336,0.12284,0.12284,4869959,
IMKBH'SODA,2000-05-24 00:00:00,0.12284,0.12986,0.12284,0.12635,4833759,
IMKBH'SODA,2000-05-25 00:00:00,0.12635,0.13336,0.12635,0.13336,7061106,
IMKBH'SODA,2000-05-26 00:00:00,0.13336,0.13687,0.12986,0.12986,15845040,
IMKBH'SODA,2000-05-29 00:00:00,0.12986,0.12986,0.12635,0.12635,3366971,
IMKBH'SODA,2000-05-30 00:00:00,0.12635,0.12986,0.12635,0.12635,2691717,
IMKBH'SODA,2000-05-31 00:00:00,0.12635,0.12986,0.12635,0.12986,12276970,
IMKBH'SODA,2000-06-01 00:00:00,0.12986,0.13336,0.12986,0.12986,4206021,
IMKBH'SODA,2000-06-02 00:00:00,0.12986,0.12986,0.12635,0.12986,3248689,
IMKBH'SODA,2000-06-05 00:00:00,0.12986,0.13336,0.12635,0.12986,4421595,
IMKBH'SODA,2000-06-06 00:00:00,0.12986,0.13336,0.12986,0.12986,3335030,
IMKBH'SODA,2000-06-07 00:00:00,0.12986,0.12986,0.12635,0.12635,2321658,
IMKBH'SODA,2000-06-08 00:00:00,0.12635,0.12986,0.12635,0.12635,1392070,
IMKBH'SODA,2000-06-09 00:00:00,0.12635,0.12986,0.12635,0.12986,3608038,
IMKBH'SODA,2000-06-12 00:00:00,0.12986,0.12986,0.12284,0.12635,1194811,
IMKBH'SODA,2000-06-13 00:00:00,0.12635,0.12635,0.11933,0.12635,3051977,
IMKBH'SODA,2000-06-14 00:00:00,0.12635,0.12635,0.11933,0.12284,2033314,
IMKBH'SODA,2000-06-15 00:00:00,0.12284,0.12284,0.11582,0.11933,1943507,
IMKBH'SODA,2000-06-16 00:00:00,0.11933,0.11933,0.11231,0.11933,3433656,
IMKBH'SODA,2000-06-19 00:00:00,0.11933,0.12284,0.11582,0.11933,3281485,
IMKBH'SODA,2000-06-20 00:00:00,0.11933,0.12284,0.11933,0.11933,1975146,
IMKBH'SODA,2000-06-21 00:00:00,0.11933,0.12284,0.11582,0.11933,867039,
IMKBH'SODA,2000-06-22 00:00:00,0.11933,0.12284,0.11582,0.11933,835768,
IMKBH'SODA,2000-06-23 00:00:00,0.11933,0.11933,0.11582,0.11933,1225234,
IMKBH'SODA,2000-06-26 00:00:00,0.11933,0.12635,0.11582,0.11933,7951630,
IMKBH'SODA,2000-06-27 00:00:00,0.11933,0.11933,0.11582,0.11582,1966566,
IMKBH'SODA,2000-06-28 00:00:00,0.11582,0.12284,0.11582,0.11933,3137281,
IMKBH'SODA,2000-06-29 00:00:00,0.11933,0.12284,0.11231,0.11582,2525060,
IMKBH'SODA,2000-06-30 00:00:00,0.11582,0.11582,0.11231,0.11231,954109,
IMKBH'SODA,2000-07-03 00:00:00,0.11231,0.11582,0.11231,0.11582,964332,
IMKBH'SODA,2000-07-04 00:00:00,0.11582,0.11582,0.10880,0.11231,1105553,
IMKBH'SODA,2000-07-05 00:00:00,0.11231,0.11582,0.11231,0.11582,1846643,
IMKBH'SODA,2000-07-06 00:00:00,0.11582,0.11933,0.11231,0.11231,1261437,
IMKBH'SODA,2000-07-07 00:00:00,0.11231,0.11582,0.11231,0.11582,753382,
IMKBH'SODA,2000-07-10 00:00:00,0.11582,0.11582,0.11231,0.11582,1096000,
IMKBH'SODA,2000-07-11 00:00:00,0.11582,0.11933,0.10880,0.11231,1356291,
IMKBH'SODA,2000-07-12 00:00:00,0.11231,0.11231,0.10880,0.11231,669051,
IMKBH'SODA,2000-07-13 00:00:00,0.11231,0.11231,0.10529,0.10880,961776,
IMKBH'SODA,2000-07-14 00:00:00,0.10880,0.10880,0.10529,0.10880,650311,
IMKBH'SODA,2000-07-17 00:00:00,0.10880,0.11231,0.10178,0.10529,526185,
IMKBH'SODA,2000-07-18 00:00:00,0.10529,0.10529,0.09827,0.10178,610212,
IMKBH'SODA,2000-07-19 00:00:00,0.10178,0.10178,0.09827,0.10178,2839019,
IMKBH'SODA,2000-07-20 00:00:00,0.10178,0.10178,0.10178,0.10178,1858140,
IMKBH'SODA,2000-07-21 00:00:00,0.10178,0.10880,0.10178,0.10880,6689343,
IMKBH'SODA,2000-07-24 00:00:00,0.10880,0.10880,0.10178,0.10529,1962489,
IMKBH'SODA,2000-07-25 00:00:00,0.10529,0.10880,0.10529,0.10529,1256143,
IMKBH'SODA,2000-07-26 00:00:00,0.10529,0.10880,0.10529,0.10529,2205929,
IMKBH'SODA,2000-07-27 00:00:00,0.10529,0.10529,0.10178,0.10529,1077747,
IMKBH'SODA,2000-07-28 00:00:00,0.10529,0.11231,0.10529,0.10529,4295650,
IMKBH'SODA,2000-07-31 00:00:00,0.10529,0.10880,0.10529,0.10529,4819948,
IMKBH'SODA,2000-08-01 00:00:00,0.10529,0.10880,0.10529,0.10529,1647008,
IMKBH'SODA,2000-08-02 00:00:00,0.10529,0.10880,0.10529,0.10529,2350254,
IMKBH'SODA,2000-08-03 00:00:00,0.10529,0.10880,0.10529,0.10529,1710167,
IMKBH'SODA,2000-08-04 00:00:00,0.10529,0.11231,0.10529,0.10880,2303528,
IMKBH'SODA,2000-08-07 00:00:00,0.10880,0.10880,0.10178,0.10178,927824,
IMKBH'SODA,2000-08-08 00:00:00,0.10178,0.10529,0.10178,0.10178,669233,
IMKBH'SODA,2000-08-09 00:00:00,0.10178,0.10178,0.09827,0.09827,1127638,
IMKBH'SODA,2000-08-10 00:00:00,0.09827,0.10178,0.09827,0.10178,715170,
IMKBH'SODA,2000-08-11 00:00:00,0.10178,0.10178,0.09827,0.10178,1348869,
IMKBH'SODA,2000-08-14 00:00:00,0.10178,0.10529,0.10178,0.10178,1486013,
IMKBH'SODA,2000-08-15 00:00:00,0.10178,0.10529,0.10178,0.10178,3542751,
IMKBH'SODA,2000-08-16 00:00:00,0.10178,0.10178,0.09827,0.10178,688033,
IMKBH'SODA,2000-08-17 00:00:00,0.10178,0.10178,0.09827,0.09827,773826,
IMKBH'SODA,2000-08-18 00:00:00,0.09827,0.10529,0.09827,0.10529,4526918,
IMKBH'SODA,2000-08-21 00:00:00,0.10529,0.10880,0.10178,0.10178,7674789,
IMKBH'SODA,2000-08-22 00:00:00,0.10178,0.10880,0.10178,0.10880,7127305,
IMKBH'SODA,2000-08-23 00:00:00,0.10880,0.12635,0.10880,0.12284,27219670,
IMKBH'SODA,2000-08-24 00:00:00,0.12284,0.12986,0.11582,0.11933,20625920,
IMKBH'SODA,2000-08-25 00:00:00,0.11933,0.12284,0.11582,0.11582,4029573,
IMKBH'SODA,2000-08-28 00:00:00,0.11582,0.11933,0.11582,0.11582,3326753,
IMKBH'SODA,2000-08-29 00:00:00,0.11582,0.12284,0.11582,0.11582,12156860,
IMKBH'SODA,2000-08-31 00:00:00,0.11582,0.12284,0.11582,0.11582,4867649,
IMKBH'SODA,2000-09-01 00:00:00,0.11582,0.11933,0.11582,0.11582,2512098,
IMKBH'SODA,2000-09-04 00:00:00,0.11582,0.12284,0.11582,0.11933,5909921,
IMKBH'SODA,2000-09-05 00:00:00,0.11933,0.12284,0.11582,0.11933,6915381,
IMKBH'SODA,2000-09-06 00:00:00,0.11933,0.12284,0.11582,0.11582,4967065,
IMKBH'SODA,2000-09-07 00:00:00,0.11582,0.11933,0.11231,0.11231,4914198,
IMKBH'SODA,2000-09-08 00:00:00,0.11231,0.11231,0.10529,0.11231,1945940,
IMKBH'SODA,2000-09-11 00:00:00,0.11231,0.11231,0.10178,0.10178,1379351,
IMKBH'SODA,2000-09-12 00:00:00,0.10178,0.10880,0.10178,0.10880,3894315,
IMKBH'SODA,2000-09-13 00:00:00,0.10880,0.11231,0.10880,0.10880,6221078,
IMKBH'SODA,2000-09-14 00:00:00,0.10880,0.11582,0.10880,0.11582,11899120,
IMKBH'SODA,2000-09-15 00:00:00,0.11582,0.12284,0.11231,0.11231,20137020,
IMKBH'SODA,2000-09-18 00:00:00,0.11231,0.11582,0.10529,0.10529,7800490,
IMKBH'SODA,2000-09-19 00:00:00,0.10529,0.10529,0.10178,0.10178,1881323,
IMKBH'SODA,2000-09-20 00:00:00,0.10178,0.10880,0.10178,0.10529,8095649,
IMKBH'SODA,2000-09-21 00:00:00,0.10529,0.10880,0.10178,0.10178,5500679,
IMKBH'SODA,2000-09-22 00:00:00,0.10178,0.10529,0.10178,0.10178,2107483,
IMKBH'SODA,2000-09-25 00:00:00,0.10178,0.10529,0.10178,0.10178,1861973,
IMKBH'SODA,2000-09-26 00:00:00,0.10178,0.10529,0.09827,0.10178,2333095,
IMKBH'SODA,2000-09-27 00:00:00,0.10178,0.10529,0.10178,0.10178,4407841,
IMKBH'SODA,2000-09-28 00:00:00,0.10178,0.10178,0.10178,0.10178,1320635,
IMKBH'SODA,2000-09-29 00:00:00,0.10178,0.10178,0.10178,0.10178,2229172,
IMKBH'SODA,2000-10-02 00:00:00,0.10178,0.10178,0.09827,0.09827,1033084,
IMKBH'SODA,2000-10-03 00:00:00,0.09827,0.10178,0.10178,0.10178,2029114,
IMKBH'SODA,2000-10-04 00:00:00,0.10178,0.10529,0.10178,0.10178,2313321,
IMKBH'SODA,2000-10-05 00:00:00,0.10178,0.10529,0.10178,0.10178,2025892,
